Instance,Edges,k,Seed,Objective,Total Time (s),Best Num Evals,Best Actual Time (s)
ktruss1,45,8,8647,59.4581,375.631,373508,160.652
ktruss1,45,8,9420,60.1846,389.267,683411,281.216
ktruss1,45,8,3116,56.5542,369.223,673499,260.443
ktruss1,45,8,6377,55.3438,361.667,355310,151.297
ktruss1,45,8,6207,56.2896,355.534,377165,154.021
ktruss1,45,8,4187,52.2643,354.974,498917,203.085
ktruss1,45,8,3641,60.0816,385.572,425774,183.574
ktruss1,45,8,8591,56.5634,363.536,789712,293.943
ktruss1,45,8,3580,67.0634,416.211,917239,384.287
ktruss1,45,8,8524,56.1864,368.587,433322,185.02
ktruss1,45,8,2650,62.4942,379.63,292860,130.256
ktruss1,45,8,2811,56.5018,363.654,367293,156.254
ktruss1,45,8,9963,59.2316,354.676,246834,109.26
ktruss1,45,8,7537,58.0903,373.82,402552,171.621
ktruss1,45,8,3472,53.4926,341.235,760771,266.991
ktruss1,45,8,3714,63.0561,384.663,366651,159.2
ktruss1,45,8,8158,63.045,381.343,306765,137.846
ktruss1,45,8,7284,57.3278,367.409,434518,183.994
ktruss1,45,8,6948,57.5284,376.276,397132,171.761
ktruss1,45,8,6119,56.1155,358.476,307714,132.008
ktruss1,45,8,5253,51.3007,332.326,891781,301.573
ktruss1,45,8,5134,58.0995,362.513,357615,151.025
ktruss1,45,8,7350,59.4763,373.151,346285,152.032
ktruss1,45,8,2652,55.0394,360.373,706208,267.144
ktruss1,45,8,9968,54.0995,360.03,884100,322.907
ktruss1,45,8,3914,51.6158,347.688,427064,181.262
ktruss1,45,8,6899,58.0542,377.281,463873,201.192
ktruss1,45,8,4715,56.7659,367.592,506345,206.926
ktruss2,79,2,3520,251.175,555.384,666815,393.346
ktruss2,79,2,8115,236.805,553.446,518997,340.234
ktruss2,79,2,8647,234.052,556.25,740404,442.713
ktruss2,79,2,9420,223.561,547.242,613419,383.116
ktruss2,79,2,3116,227.325,572.331,836693,501.851
ktruss2,79,2,6377,243.974,568.456,649729,412.406
ktruss2,79,2,6207,234.658,599.878,804281,514.602
ktruss2,79,2,4187,243.104,577.815,784665,481.066
ktruss2,79,2,3641,244.644,556.215,443469,311.252
ktruss2,79,2,8591,222.052,559.637,925011,527.038
ktruss2,79,2,3580,232.955,552.599,936655,524.119
ktruss2,79,2,8524,234.921,562.977,960701,545.402
ktruss2,79,2,2650,242.876,587.295,635880,422.032
ktruss2,79,2,2811,232.269,617.362,936244,587.91
ktruss2,79,2,9963,243.535,593.227,966415,577.149
ktruss2,79,2,7537,245.239,571.523,493449,338.982
ktruss2,79,2,3472,246.649,581.689,531481,365.796
ktruss2,79,2,3714,232.036,576.224,646816,424.349
ktruss2,79,2,8158,235.193,562.512,543490,363.601
ktruss2,79,2,7284,223.738,549.075,885484,500.945
ktruss2,79,2,6948,249.08,596.007,619378,421.594
ktruss2,79,2,6119,242.711,564.754,686030,421.004
ktruss2,79,2,5253,228.081,547.206,581615,365.326
ktruss2,79,2,5134,236.256,560.271,651077,408.304
ktruss2,79,2,7350,240.396,559.377,619886,387.227
ktruss2,79,2,2652,232.335,545.424,600343,373.825
ktruss2,79,2,9968,238.825,589.023,892256,540.355
ktruss2,79,2,3914,236.387,566.97,612352,391.017
ktruss2,79,2,6899,245.334,562.033,499921,333.769
ktruss2,79,2,4715,225.403,527.655,535793,333.518
ktruss2,79,4,3520,150.603,638.713,502648,372.162
ktruss2,79,4,8115,155.787,644.903,473607,353.281
ktruss2,79,4,8647,150.802,645.547,618336,433.662
ktruss2,79,4,9420,137.75,644.125,958295,622.916
ktruss2,79,4,3116,148.495,680.344,633118,481.243
ktruss2,79,4,6377,154.048,648.107,433509,330.076
ktruss2,79,4,6207,170.349,669.66,357767,289.967
ktruss2,79,4,4187,154.673,678.56,569929,442.504
ktruss2,79,4,3641,151.496,658.264,567731,422.513
ktruss2,79,4,8591,154.891,654.03,458407,349.6
ktruss2,79,4,3580,164.893,675.671,372499,294.534
ktruss2,79,4,8524,164.628,672.094,519484,385.192
ktruss2,79,4,2650,152.665,657.408,415947,329.369
ktruss2,79,4,2811,135.093,641.337,617024,456.527
ktruss2,79,4,9963,151.192,719.536,649034,526.694
ktruss2,79,4,7537,143.927,665.557,686646,498.514
ktruss2,79,4,3472,154.849,599.725,445913,318.913
ktruss2,79,4,3714,143.575,598.367,576014,391.684
ktruss2,79,4,8158,161.463,630.18,469285,348.972
ktruss2,79,4,7284,149.978,620.829,540629,391.792
ktruss2,79,4,6948,136.704,625.818,668895,471.661
ktruss2,79,4,6119,154.266,618.024,520200,372.962
ktruss2,79,4,5253,160.708,625.725,476124,341.875
ktruss2,79,4,5134,159.804,609.426,415957,302.649
ktruss2,79,4,7350,169.226,629.015,422035,300.943
ktruss2,79,4,2652,166.478,626.366,418241,312.889
ktruss2,79,4,9968,144.478,622.411,831132,538.76
ktruss2,79,4,3914,156.058,625.792,468622,340.408
ktruss2,79,4,6899,135.086,618.315,814555,534.524
ktruss2,79,4,4715,163.47,684.124,658555,492.816
ktruss2,79,8,3520,109.83,766.198,538908,451.454
ktruss2,79,8,8115,102.435,755.125,564406,483.441
ktruss2,79,8,8647,100.864,762.943,721578,582.819
ktruss2,79,8,9420,101.688,733.913,531255,429.839
ktruss2,79,8,3116,93.0302,742.203,728071,582.24
ktruss2,79,8,6377,106.058,745.044,558648,455.315
ktruss2,79,8,6207,101.336,732.596,626305,494.473
ktruss2,79,8,4187,97.3475,729.7,641825,510.955
ktruss2,79,8,3641,113.133,773.086,415983,362.047
ktruss2,79,8,8591,99.9926,748.943,786700,616.58
ktruss2,79,8,3580,105.266,759.879,563283,455.301
ktruss2,79,8,8524,106.732,759.793,479820,409.564
ktruss2,79,8,2650,106.743,760.031,511070,436.3
ktruss2,79,8,2811,107.19,735.611,410946,348.292
ktruss2,79,8,9963,102.264,740.148,559079,453.487
ktruss2,79,8,7537,99.5108,738.09,596943,483.083
ktruss2,79,8,3472,97.3117,717.767,451380,368.888
ktruss2,79,8,3714,110.416,754.03,406204,353.107
ktruss2,79,8,8158,98.5376,742.709,787773,611.718
ktruss2,79,8,7284,99.6698,710.7,501997,404.315
ktruss2,79,8,6948,103.442,726.113,529964,417.414
ktruss2,79,8,6119,99.6337,719.477,498616,412.076
ktruss2,79,8,5253,104.337,754.855,558205,459.797
ktruss2,79,8,5134,96.8096,727.099,832696,625.872
ktruss2,79,8,7350,114.3,773.58,326052,291.289
ktruss2,79,8,2652,99.862,738.948,994468,734.807
ktruss2,79,8,9968,105.179,726.934,710413,540.649
ktruss2,79,8,3914,99.3019,751.761,705869,564.569
ktruss2,79,8,6899,105.82,718.381,586651,456.68
ktruss2,79,8,4715,98.2224,733.156,726738,567.698
ktruss3,113,2,3520,322.644,976.571,997016,974.074
ktruss3,113,2,8115,343.127,996.185,969433,974.462
ktruss3,113,2,8647,344.128,1029.35,894948,952.539
ktruss3,113,2,9420,319.891,967.522,998934,966.103
ktruss3,113,2,3116,346.029,985.951,869083,891.668
ktruss3,113,2,6377,369.111,1042.87,814172,902.774
ktruss3,113,2,6207,355.818,1022.2,853506,914.981
ktruss3,113,2,4187,339.039,995.787,989337,987.867
ktruss3,113,2,3641,355.215,1029.79,985931,1018.46
ktruss3,113,2,8591,368.783,1000.67,651035,737.234
ktruss3,113,2,3580,355.004,1052.11,967361,1027.53
ktruss3,113,2,8524,342.198,990.841,950078,955.639
ktruss3,113,2,2650,343.776,1048.26,960016,1019.35
ktruss3,113,2,2811,347.874,1033.04,998654,1031.26
ktruss3,113,2,9963,327.521,963.573,950218,929.301
ktruss3,113,2,7537,349.961,1000.22,889605,920.252
ktruss3,113,2,3472,357.102,1087.22,983649,1074.96
ktruss3,113,2,3714,350.832,1019,789854,863.753
ktruss3,113,2,8158,343.067,1046.52,994349,1042.27
ktruss3,113,2,7284,335.459,1006.19,973059,986.88
ktruss3,113,2,6948,332.827,976.575,1000160,976.111
ktruss3,113,2,6119,350.408,1024.2,997876,1021.87
ktruss3,113,2,5253,328.988,1036.58,959011,1007.87
ktruss3,113,2,5134,344.461,1011,996497,1007.92
ktruss3,113,2,7350,333.082,997.379,979124,982.785
ktruss3,113,2,2652,331.784,1025.74,989649,1017.91
ktruss3,113,2,9968,342.415,1061.26,979703,1045.63
ktruss3,113,2,3914,343.314,905.142,989192,897.741
ktruss3,113,2,6899,368.819,961.466,927015,908.701
ktruss3,113,2,4715,337.725,978.92,914162,922.675
ktruss3,113,4,3520,224.631,1086.03,825099,946.27
ktruss3,113,4,8115,230.394,1093.57,860433,975.081
ktruss3,113,4,8647,216.481,1090.53,1000611,1090.29
ktruss3,113,4,9420,218.684,1110.51,995751,1106.27
ktruss3,113,4,3116,216.353,1135.36,976415,1116.34
ktruss3,113,4,6377,221.631,1061.56,813367,912.697
ktruss3,113,4,6207,224.148,1054.42,634867,754.558
ktruss3,113,4,4187,219.209,1056.03,1000704,1055.85
ktruss3,113,4,3641,220.778,1098.16,828136,962.339
ktruss3,113,4,8591,226.352,1078.46,788472,902.921
ktruss3,113,4,3580,227.745,1068.75,786379,893.584
ktruss3,113,4,8524,237.133,1066.27,667218,776.511
ktruss3,113,4,2650,209.668,1040.71,798896,882.07
ktruss3,113,4,2811,228.709,1075.31,817801,926.363
ktruss3,113,4,9963,215.148,1049.11,904456,972.318
ktruss3,113,4,7537,215.209,1073.99,994458,1068.92
ktruss3,113,4,3472,232.541,1066.49,811126,910.467
ktruss3,113,4,3714,231.467,1054.65,709129,808.969
ktruss3,113,4,8158,241.702,1076.2,606907,737.676
ktruss3,113,4,7284,223.62,1048.04,794292,880.219
ktruss3,113,4,6948,245.889,1076.92,677282,793.201
ktruss3,113,4,6119,214.27,1083.84,894461,1000.12
ktruss3,113,4,5253,222.879,1103.84,884188,1009.72
ktruss3,113,4,5134,223.316,1044.47,995809,1040.24
ktruss3,113,4,7350,229.244,1049.96,608277,721.411
ktruss3,113,4,2652,232.282,1073.85,733596,849.948
ktruss3,113,4,9968,212.956,1034.6,909757,969.581
ktruss3,113,4,3914,215.22,987.317,975537,968.484
ktruss3,113,4,6899,210.081,958.791,835493,841.098
ktruss3,113,4,4715,224.693,980.094,773302,810.315
ktruss3,113,8,3520,135.882,1124.16,852190,993.676
ktruss3,113,8,8115,155.469,1137.29,664255,810.92
ktruss3,113,8,8647,149.438,1114,651031,789.787
ktruss3,113,8,9420,155.611,1144.28,588376,746.405
ktruss3,113,8,3116,144.594,1138.16,872203,1017.12
ktruss3,113,8,6377,153.436,1149.5,782701,943.781
ktruss3,113,8,6207,141.683,1156.39,932009,1096.15
ktruss3,113,8,4187,154.558,1117.72,727219,854.963
ktruss3,113,8,3641,140.889,1193.04,949899,1145.73
ktruss3,113,8,8591,149.285,1173.3,742616,925.824
ktruss3,113,8,3580,149.375,1178.4,983415,1160.21
ktruss3,113,8,8524,148.251,1154.82,878515,1038.95
ktruss3,113,8,2650,146.858,1134.3,629254,780.875
ktruss3,113,8,2811,154.121,1175.59,885016,1061.17
ktruss3,113,8,9963,148.347,1165.82,823500,992.809
ktruss3,113,8,7537,148.556,1126.55,836264,968.629
ktruss3,113,8,3472,149.375,1167.2,732610,903.186
ktruss3,113,8,3714,164.364,1230.05,571024,775.461
ktruss3,113,8,8158,143.512,1165.98,957787,1127.06
ktruss3,113,8,7284,146.46,1121.27,852599,986.572
ktruss3,113,8,6948,150.688,1153.49,697097,859.137
ktruss3,113,8,6119,145.033,1178.69,894386,1079.42
ktruss3,113,8,5253,152.347,1209.25,809049,1020.2
ktruss3,113,8,5134,146.007,1140.3,810584,967.693
ktruss3,113,8,7350,149.61,1155.27,735993,907.868
ktruss3,113,8,2652,148.592,1199.66,894284,1100.47
ktruss3,113,8,9968,143.909,1153.23,977233,1132.14
ktruss3,113,8,3914,144.673,1133.38,838004,987.949
ktruss3,113,8,6899,147.393,1157.83,934999,1097.15
ktruss3,113,8,4715,136.945,1102.41,964818,1071.86
ktruss4,147,2,3520,478.978,1549.23,1000991,1549.21
ktruss4,147,2,8115,482.009,1606.66,947125,1549.56
ktruss4,147,2,8647,448.833,1490.95,998601,1488.52
ktruss4,147,2,9420,474.02,1623.2,998107,1620.13
ktruss4,147,2,3116,480.77,1592.01,997988,1588.96
ktruss4,147,2,6377,510.165,1668.69,991539,1657.89
ktruss4,147,2,6207,446.139,1553.52,984236,1536.61
ktruss4,147,2,4187,466.835,1531.67,978868,1508.97
ktruss4,147,2,3641,499.922,1624.64,996743,1620.14
ktruss4,147,2,8591,449.002,1485.78,998250,1483.13
ktruss4,147,2,3580,505.518,1652.88,995529,1647.04
ktruss4,147,2,8524,461.393,1477.12,966398,1441.58
ktruss4,147,2,2650,464.596,1648.54,992876,1640.07
ktruss4,147,2,2811,453.218,1540.78,989236,1529.27
ktruss4,147,2,9963,514.809,1588.71,999571,1587.14
ktruss4,147,2,7537,506.484,1640.65,989846,1628.15
ktruss4,147,2,3472,470.535,1627.72,999844,1626.5
ktruss4,147,2,3714,477.482,1541.03,1000989,1541.02
ktruss4,147,2,8158,455.238,1485.39,995633,1480.58
ktruss4,147,2,7284,466.801,1420.54,990779,1410.74
ktruss4,147,2,6948,465.296,1526.48,995509,1521.37
ktruss4,147,2,6119,449.752,1387.58,995091,1382.11
ktruss4,147,2,5253,497.06,1439.19,994785,1432.69
ktruss4,147,2,5134,450.439,1449.96,962245,1414.16
ktruss4,147,2,7350,509.837,1502.16,999018,1500.1
ktruss4,147,2,2652,455.158,1417.68,996638,1413.57
ktruss4,147,2,9968,474.18,1520.96,998370,1518.71
ktruss4,147,2,3914,473.138,1450.4,978921,1427.8
ktruss4,147,2,6899,492.486,1600.23,996530,1595.7
ktruss4,147,2,4715,498.376,1439.93,979459,1418
ktruss4,147,4,3520,325.319,1722.33,1000588,1721.85
ktruss4,147,4,8115,300.405,1616.67,999228,1614.7
ktruss4,147,4,8647,306.767,1657.76,1000619,1657.34
ktruss4,147,4,9420,310.144,1696.96,990527,1684.45
ktruss4,147,4,3116,296.055,1605.18,991390,1594.09
ktruss4,147,4,6377,305.283,1612.73,984169,1592.92
ktruss4,147,4,6207,305.012,1632.41,989824,1619.38
ktruss4,147,4,4187,296.592,1570.98,986030,1555.75
ktruss4,147,4,3641,312.695,1512.3,997197,1508.13
ktruss4,147,4,8591,292.562,1419.29,993615,1411.23
ktruss4,147,4,3580,322.203,1502,984848,1483.43
ktruss4,147,4,8524,320.514,1488.64,898176,1371.9
ktruss4,147,4,2650,322.923,1594.68,974853,1564.39
ktruss4,147,4,2811,306.724,1431.07,930767,1354.36
ktruss4,147,4,9963,307.504,1499.19,996886,1494.19
ktruss4,147,4,7537,303.567,1541.47,989063,1529.02
ktruss4,147,4,3472,310.048,1578.21,992537,1568.2
ktruss4,147,4,3714,292.274,1504.05,999646,1502.7
ktruss4,147,4,8158,305.715,1511.35,999996,1510.13
ktruss4,147,4,7284,313.41,1576.03,902448,1464.24
ktruss4,147,4,6948,297.347,1537.85,992057,1528.25
ktruss4,147,4,6119,312.588,1540.95,995807,1534.65
ktruss4,147,4,5253,322.492,1586.47,926609,1496.63
ktruss4,147,4,5134,314.896,1567.54,999672,1566.21
ktruss4,147,4,7350,304.96,1582.31,989522,1569.43
ktruss4,147,4,2652,292.024,1523.76,988218,1510.11
ktruss4,147,4,9968,298.747,1538.02,998206,1535.17
ktruss4,147,4,3914,298.131,1601.67,994373,1594.63
ktruss4,147,4,6899,304.099,1523.68,997997,1520.5
ktruss4,147,4,4715,310.198,1530.27,1000864,1530.16
ktruss4,147,8,3520,201.825,1735.47,991596,1723.39
ktruss4,147,8,8115,207.805,1788.2,996045,1781.72
ktruss4,147,8,8647,209.876,1677.42,932071,1589.64
ktruss4,147,8,9420,196.372,1587.33,981642,1563.66
ktruss4,147,8,3116,203.77,1615.77,991955,1604.69
ktruss4,147,8,6377,208.104,1612.06,980728,1586.65
ktruss4,147,8,6207,205.191,1548.01,992635,1537.88
ktruss4,147,8,4187,203.561,1497.51,992994,1487.94
ktruss4,147,8,3641,206.781,1548.06,984667,1528.47
ktruss4,147,8,8591,211.259,1565.96,983228,1544.03
ktruss4,147,8,3580,203.753,1547.52,987291,1531.37
ktruss4,147,8,8524,204.166,1498.85,986727,1481.99
ktruss4,147,8,2650,206.262,1557.44,999942,1556.17
ktruss4,147,8,2811,200.726,1578.8,989888,1565.4
ktruss4,147,8,9963,207.07,1563.55,981924,1540.37
ktruss4,147,8,7537,197.706,1511.19,998056,1507.87
ktruss4,147,8,3472,201.965,1521.92,989941,1508.89
ktruss4,147,8,3714,212.788,1595.78,997604,1591.54
ktruss4,147,8,8158,209.472,1596.94,992532,1586.4
ktruss4,147,8,7284,212.322,1603.8,999817,1602.36
ktruss4,147,8,6948,220.192,1601.49,991325,1589.41
ktruss4,147,8,6119,197.034,1553.38,1000497,1552.88
ktruss4,147,8,5253,204.481,1599.11,996332,1593.67
ktruss4,147,8,5134,200.49,1552.93,979599,1527.1
ktruss4,147,8,7350,219.559,1577.11,785645,1302.53
ktruss4,147,8,2652,213.473,1629.11,994644,1621.24
ktruss4,147,8,9968,208.123,1526.54,996962,1521.62
ktruss4,147,8,3914,206.418,1540.08,994055,1532.1
ktruss4,147,8,6899,216.26,1570.63,996827,1565.51
ktruss4,147,8,4715,185.831,1467.12,989906,1455.09
ktruss5,181,2,3520,669.901,2360.45,998333,2356.58
ktruss5,181,2,8115,618.821,2238.77,993242,2227.3
ktruss5,181,2,8647,648.676,2342.96,987669,2322.97
ktruss5,181,2,9420,664.167,2365.34,1000402,2364.71
ktruss5,181,2,3116,654.328,2247.36,998378,2243.72
ktruss5,181,2,6377,655.251,2291.59,992869,2279.78
ktruss5,181,2,6207,700.08,2348.41,999038,2345.45
ktruss5,181,2,4187,625.853,2150.48,996659,2144.28
ktruss5,181,2,3641,631.665,2292.8,998804,2289.66
ktruss5,181,2,8591,654.451,2325.21,997943,2320.7
ktruss5,181,2,3580,675.877,2343.8,998007,2339.51
ktruss5,181,2,8524,642.716,2280.92,997561,2276.09
ktruss5,181,2,2650,639.22,2124.24,998146,2120.94
ktruss5,181,2,2811,642.771,2144.51,997694,2139.78
ktruss5,181,2,9963,664.67,2157.9,997165,2153.25
ktruss5,181,2,7537,669.384,2181.68,998769,2178.65
ktruss5,181,2,3472,705.21,2292.16,995934,2284.67
ktruss5,181,2,3714,628.069,2056.12,997241,2051.45
ktruss5,181,2,8158,664.61,2160.21,1000474,2159.59
ktruss5,181,2,7284,674.987,2144.99,999309,2142.75
ktruss5,181,2,6948,647.417,2108.17,996684,2102.52
ktruss5,181,2,6119,658.733,2119.61,997701,2114.66
ktruss5,181,2,5253,662.663,2086.2,998470,2082.41
ktruss5,181,2,5134,652.529,2196.35,999943,2195
ktruss5,181,2,7350,654.833,2221.02,993890,2211.24
ktruss5,181,2,2652,653.172,2140.01,997017,2134.49
ktruss5,181,2,9968,665.561,2086.43,997716,2082.45
ktruss5,181,2,3914,694.032,2010.39,994704,2001.67
ktruss5,181,2,6899,635.257,1925.03,999867,1923.7
ktruss5,181,2,4715,703.399,2037.32,990934,2024.17
ktruss5,181,4,3520,407.244,2113.25,1000406,2112.5
ktruss5,181,4,8115,388.279,2107.87,991299,2093.55
ktruss5,181,4,8647,404.104,2068.06,1000874,2067.89
ktruss5,181,4,9420,398.486,2092.44,995161,2083.62
ktruss5,181,4,3116,409.734,2200.1,1000438,2199.45
ktruss5,181,4,6377,415.627,2237.59,998281,2233.78
ktruss5,181,4,6207,402.557,2124.69,999218,2121.97
ktruss5,181,4,4187,422.601,2208.14,992123,2193.9
ktruss5,181,4,3641,400.455,2253.56,989607,2236.08
ktruss5,181,4,8591,403.955,2126.01,996614,2119.24
ktruss5,181,4,3580,424.726,2326.02,998247,2321.97
ktruss5,181,4,8524,402.629,2177.73,1000712,2177.36
ktruss5,181,4,2650,398.169,2132.05,991226,2117.61
ktruss5,181,4,2811,402.919,2078.26,983489,2052.96
ktruss5,181,4,9963,421.765,2042.18,993037,2031.44
ktruss5,181,4,7537,418.16,1974.63,1000660,1974.25
ktruss5,181,4,3472,438.804,2063.31,998133,2059.29
ktruss5,181,4,3714,430.885,2004.26,999283,2001.98
ktruss5,181,4,8158,419.268,1891.5,1000136,1890.57
ktruss5,181,4,7284,415.523,1848.79,998384,1845.43
ktruss5,181,4,6948,396.506,1840.16,989667,1825.09
ktruss5,181,4,6119,396.374,1909.21,998308,1905.85
ktruss5,181,4,5253,439.673,2046.17,993430,2035.74
ktruss5,181,4,5134,386.128,1802.72,998341,1799.43
ktruss5,181,4,7350,395.943,1879.14,996351,1873.25
ktruss5,181,4,2652,418.6,1926.65,1000271,1925.85
ktruss5,181,4,9968,405.458,1880.54,1000118,1879.58
ktruss5,181,4,3914,395.064,1896.43,994360,1887.82
ktruss5,181,4,6899,406.068,1865.66,997225,1860.96
ktruss5,181,4,4715,445.988,2002.47,999445,2000.4
ktruss5,181,8,3520,302.206,2038.1,1000916,2037.97
ktruss5,181,8,8115,281.071,1974.61,998419,1970.8
ktruss5,181,8,8647,286.133,2022.02,988782,2003.57
ktruss5,181,8,9420,279.709,1960.68,995623,1952.92
ktruss5,181,8,3116,275.191,1955.6,999304,1953.27
ktruss5,181,8,6377,280.282,1914.61,998789,1911.35
ktruss5,181,8,6207,268.342,1887.25,1000211,1886.26
ktruss5,181,8,4187,274.126,1868.89,985038,1845.7
ktruss5,181,8,3641,278.275,1914.83,983574,1888.52
ktruss5,181,8,8591,282.213,1961.37,999650,1959.46
ktruss5,181,8,3580,266.194,1905.91,999709,1904.14
ktruss5,181,8,8524,258.835,1887.55,997145,1882.28
ktruss5,181,8,2650,264.396,1947.01,991659,1933.49
ktruss5,181,8,2811,256.577,1824.37,990035,1809.32
ktruss5,181,8,9963,270.923,1899.78,986025,1878.05
ktruss5,181,8,7537,282.874,1904.71,998900,1901.62
ktruss5,181,8,3472,283.542,1943.61,997519,1938.54
ktruss5,181,8,3714,268.737,1901.54,992162,1888.65
ktruss5,181,8,8158,286.459,1978.77,1000565,1978.21
ktruss5,181,8,7284,269.84,1936.17,997418,1931.13
ktruss5,181,8,6948,277.421,1873.93,1000096,1872.82
ktruss5,181,8,6119,271.963,1815.98,992919,1804.72
ktruss5,181,8,5253,284.301,1854.53,997611,1849.79
ktruss5,181,8,5134,265.219,1793.54,997908,1789.34
ktruss5,181,8,7350,280.047,1857.24,988021,1838.95
ktruss5,181,8,2652,291.653,1949.92,995287,1941.82
ktruss5,181,8,9968,276.851,1757.47,996032,1750.75
ktruss5,181,8,3914,262.532,1817.63,995354,1810.12
ktruss5,181,8,6899,271.384,1789.45,999055,1786.94
ktruss5,181,8,4715,274.672,1810.39,997913,1806.13
pratt1,37,2,3520,122.538,121.079,635897,82.6595
pratt1,37,2,8115,122.839,118.405,365524,52.7982
pratt1,37,2,8647,122.532,119.928,264263,41.2851
pratt1,37,2,9420,117.391,111.547,338634,45.6132
pratt1,37,2,3116,129.277,124.106,314197,47.4052
pratt1,37,2,6377,128.25,115.48,156891,24.8134
pratt1,37,2,6207,120.565,118.313,361400,52.4806
pratt1,37,2,4187,123.127,119.999,317767,46.2872
pratt1,37,2,3641,124.259,121.157,278675,42.8815
pratt1,37,2,8591,119.98,115.409,389104,52.949
pratt1,37,2,3580,135.715,129.549,264572,42.9964
pratt1,37,2,8524,127.259,120.921,411341,56.2299
pratt1,37,2,2650,120.565,116.241,344700,50.1658
pratt1,37,2,2811,122.409,119.781,341072,49.8004
pratt1,37,2,9963,135.848,129.449,349896,52.3607
pratt1,37,2,7537,129.277,122.224,279058,40.6124
pratt1,37,2,3472,113.706,117.67,821432,99.8711
pratt1,37,2,3714,117.985,116.136,199536,31.3887
pratt1,37,2,8158,123.665,118.105,209904,33.7259
pratt1,37,2,7284,128.688,123.134,261568,40.194
pratt1,37,2,6948,121.811,115.085,226405,35.0196
pratt1,37,2,6119,125.277,116.472,245159,35.6589
pratt1,37,2,5253,119.433,117.074,262764,38.0485
pratt1,37,2,5134,120.25,118.735,286224,45.4485
pratt1,37,2,7350,138.163,124.9,471992,64.8261
pratt1,37,2,2652,120.25,112.041,340199,47.3836
pratt1,37,2,9968,116.145,118.86,714795,90.0346
pratt1,37,2,3914,118.839,117.232,267559,41.0397
pratt1,37,2,6899,121.706,118.68,393838,54.388
pratt1,37,2,4715,121.277,119.858,351188,51.6058
pratt1,37,4,3520,77.1266,138.545,194968,35.9358
pratt1,37,4,8115,71.2825,131.382,521109,74.7343
pratt1,37,4,8647,67.4239,133.61,333280,58.5746
pratt1,37,4,9420,84.4147,143.076,199807,35.8373
pratt1,37,4,3116,78.9945,141.907,239426,41.5459
pratt1,37,4,6377,76.4239,138.039,257699,44.7117
pratt1,37,4,6207,77.5376,139.375,316496,55.9981
pratt1,37,4,4187,75.0037,141.234,475197,76.3358
pratt1,37,4,3641,80.5468,146.299,301005,53.3826
pratt1,37,4,8591,87.1685,153.504,243917,45.4982
pratt1,37,4,3580,80.5469,145.43,247950,45.735
pratt1,37,4,8524,85.4421,142.493,315363,53.7146
pratt1,37,4,2650,84.1358,148.262,246642,43.2986
pratt1,37,4,2811,73.8623,136.571,305763,51.9977
pratt1,37,4,9963,74.6882,139.5,295469,51.0249
pratt1,37,4,7537,70.2733,128.629,277984,44.9125
pratt1,37,4,3472,78.679,148.19,662426,103.69
pratt1,37,4,3714,74.2917,139.244,794926,113.65
pratt1,37,4,8158,76.7209,144.435,359455,61.544
pratt1,37,4,7284,73.8623,133.383,292483,47.3873
pratt1,37,4,6948,84.7209,146.394,277275,50.1364
pratt1,37,4,6119,79.4147,143.047,161689,29.39
pratt1,37,4,5253,85.5376,152.639,245116,45.1703
pratt1,37,4,5134,73.1503,137.051,261204,44.8718
pratt1,37,4,7350,72.5468,137.669,296070,49.2693
pratt1,37,4,2652,80.4239,144.021,732695,109.251
pratt1,37,4,9968,75.0037,139.758,986551,138.029
pratt1,37,4,3914,68.9763,132.441,319905,52.7364
pratt1,37,4,6899,74.6882,138.57,321068,53.131
pratt1,37,4,4715,78.6882,144.375,624424,95.1202
pratt1,37,8,3520,52.5468,178.501,362820,75.3778
pratt1,37,8,8115,49.8768,167.237,731195,127.412
pratt1,37,8,8647,56.5468,180.399,290409,58.9174
pratt1,37,8,9420,52.1503,166.193,638238,111.686
pratt1,37,8,3116,49.3965,171.5,451124,90.9596
pratt1,37,8,6377,56.5468,182.396,458730,93.4513
pratt1,37,8,6207,44.2643,156.877,386841,73.3
pratt1,37,8,4187,54.2825,174.975,489557,90.8341
pratt1,37,8,3641,52.1503,180.185,601849,116.119
pratt1,37,8,8591,51.4147,167.886,879034,149.247
pratt1,37,8,3580,54.2825,174.536,477323,90.1547
pratt1,37,8,8524,53.6882,179.26,899980,163.163
pratt1,37,8,2650,54.2825,180.164,456470,92.4282
pratt1,37,8,2811,56.5468,172.684,325266,65.9305
pratt1,37,8,9963,57.1411,172.521,368997,71.3898
pratt1,37,8,7537,49.2825,159.113,596121,102.288
pratt1,37,8,3472,47.7209,166.106,379159,76.5543
pratt1,37,8,3714,49.1503,167.308,489915,92.6847
pratt1,37,8,8158,51.4147,163.897,491642,89.3603
pratt1,37,8,7284,49.6882,168.454,231246,48.0641
pratt1,37,8,6948,54.2733,171.297,319952,64.4823
pratt1,37,8,6119,54.2733,170.124,267223,53.9119
pratt1,37,8,5253,52.1596,173.184,520440,98.3253
pratt1,37,8,5134,52.1503,169.805,360262,73.8877
pratt1,37,8,7350,57.1503,177.266,323073,65.6305
pratt1,37,8,2652,54.2825,172.572,451200,88.2896
pratt1,37,8,9968,50.5887,166.817,407151,79.8287
pratt1,37,8,3914,52.2643,162.48,428019,78.8678
pratt1,37,8,6899,48.1595,165.999,381003,72.0979
pratt1,37,8,4715,58.5979,180.174,198327,41.63
