Instance,Edges,k,Seed,Objective,Total Time (s),Evals
ktruss2,79,4,6948,110.461476,48.353,14412
ktruss2,79,4,6119,110.863225,48.706,303
ktruss2,79,4,5253,111.681095,47.297,6660
ktruss2,79,4,5134,110.18823,49.089,6442
ktruss2,79,4,7350,107.354618,48.005,7732
ktruss2,79,4,2652,112.06443,48.908,2310
ktruss2,79,4,9968,110.24983,47.875,5818
ktruss2,79,4,3914,113.220615,48.131,10576
ktruss2,79,4,6899,110.882001,47.886,5033
ktruss2,79,4,4715,111.854917,46.991,8266
ktruss2,79,8,8115,66.099485,47.186,11751
ktruss2,79,8,3520,67.766172,46.807,5465
ktruss2,79,8,8647,67.880466,47.113,4085
ktruss2,79,8,9420,66.720615,48.16,7359
ktruss2,79,8,3116,66.836442,47.916,11967
ktruss2,79,8,6377,65.352784,47.554,9649
ktruss2,79,8,6207,66.861991,48.298,2580
ktruss2,79,8,4187,67.536051,47.772,1345
ktruss2,79,8,3641,67.115827,47.32,8866
ktruss2,79,8,8591,66.282514,48.765,14320
ktruss2,79,8,3580,65.01941,47.848,13802
ktruss2,79,8,8524,66.861991,47.715,12930
ktruss2,79,8,2650,66.686396,47.436,14995
ktruss2,79,8,2811,66.510803,47.5,6307
ktruss2,79,8,9963,66.266172,47.111,955
ktruss2,79,8,7537,66.923591,47.623,13140
ktruss2,79,8,3472,66.861991,47.084,2504
ktruss2,79,8,3714,67.448902,47.059,11731
ktruss2,79,8,8158,66.503367,46.824,12182
ktruss2,79,8,7284,66.32594,48.579,6659
ktruss2,79,8,6948,67.054227,49.249,191
ktruss2,79,8,6119,66.099485,48.285,5944
ktruss2,79,8,5253,67.660548,47.346,10969
ktruss2,79,8,5134,66.124497,49.031,8392
ktruss2,79,8,7350,66.861991,47.651,10886
ktruss2,79,8,2652,66.467316,47.856,8306
ktruss2,79,8,9968,66.072104,47.785,9647
ktruss2,79,8,3914,65.003068,47.451,7646
ktruss2,79,8,6899,65.300391,46.886,870
ktruss2,79,8,4715,66.889673,46.606,10383
ktruss3,113,2,8115,279.150342,88.047,6150
ktruss3,113,2,3520,285.055123,87.762,9611
ktruss3,113,2,8647,282.746761,86.842,13926
ktruss3,113,2,9420,280.694966,87.717,14668
ktruss3,113,2,3116,282.712843,89.937,13645
ktruss3,113,2,6377,281.94113,90.934,69
ktruss3,113,2,6207,283.30866,87.208,4726
ktruss3,113,2,4187,283.160448,87.392,12486
ktruss3,113,2,3641,280.678325,87.831,2130
ktruss3,113,2,8591,283.844711,87.18,2426
ktruss3,113,2,3580,281.879229,88.424,3050
ktruss3,113,2,8524,282.711009,87.832,11607
ktruss3,113,2,2650,280.975347,87.625,13647
ktruss3,113,2,2811,284.730718,86.981,3711
ktruss3,113,2,9963,280.447964,89.204,7279
ktruss3,113,2,7537,286.283111,90.904,7669
ktruss3,113,2,3472,278.904778,88.904,8244
ktruss3,113,2,3714,284.683626,88.589,13796
ktruss3,113,2,8158,285.406612,86.665,1429
ktruss3,113,2,7284,284.644106,86.772,5465
ktruss3,113,2,6948,283.855752,86.057,4869
ktruss3,113,2,6119,284.678325,88.269,2807
ktruss3,113,2,5253,280.2578,87.95,14111
ktruss3,113,2,5134,285.468212,87.675,11372
ktruss3,113,2,7350,282.169118,88.56,8921
ktruss3,113,2,2652,283.362887,89.447,1540
ktruss3,113,2,9968,283.439296,86.915,14305
ktruss3,113,2,3914,283.906612,86.988,11841
ktruss3,113,2,6899,282.194966,88.365,14880
ktruss3,113,2,4715,280.412212,87.616,2696
ktruss3,113,4,8115,157.075233,87.578,5470
ktruss3,113,4,3520,154.276377,89.14,12641
ktruss3,113,4,8647,154.540953,87.974,2840
ktruss3,113,4,9420,153.452271,89.371,8356
ktruss3,113,4,3116,156.901411,91.286,9147
ktruss3,113,4,6377,155.110288,88.536,5084
ktruss3,113,4,6207,154.548389,87.901,3248
ktruss3,113,4,4187,151.865659,89.978,6844
ktruss3,113,4,3641,154.481486,87.801,7969
ktruss3,113,4,8591,152.995695,88.775,12564
ktruss3,113,4,3580,153.418052,91.098,11866
ktruss3,113,4,8524,153.980886,88.078,2232
ktruss3,113,4,2650,157.506496,90.159,2878
ktruss3,113,4,2811,155.778209,90.292,4071
ktruss3,113,4,9963,155.542787,88.409,13638
ktruss3,113,4,7537,158.348717,89.239,10341
ktruss3,113,4,3472,157.392503,89.267,8190
ktruss3,113,4,3714,153.655546,88.262,2780
ktruss3,113,4,8158,155.162083,88.89,6358
ktruss3,113,4,7284,152.268941,89.021,3599
ktruss3,113,4,6948,154.63737,87.961,4994
ktruss3,113,4,6119,154.796623,87.69,11864
ktruss3,113,4,5253,152.488322,89.05,7022
ktruss3,113,4,5134,151.812965,88.162,12986
ktruss3,113,4,7350,154.814199,87.747,2466
ktruss3,113,4,2652,155.611522,87.807,3959
ktruss3,113,4,9968,153.40171,88.223,1042
ktruss3,113,4,3914,152.575471,87.756,9565
ktruss3,113,4,6899,155.191298,88.393,3099
ktruss3,113,4,4715,155.093645,87.565,10479
ktruss3,113,8,8115,89.170054,89.352,11785
ktruss3,113,8,3520,91.505201,90.102,5782
ktruss3,113,8,8647,90.057594,88.719,5570
ktruss3,113,8,9420,90.898042,90.358,9295
ktruss3,113,8,3116,90.854856,89.297,11787
ktruss3,113,8,6377,91.774842,90.429,4066
ktruss3,113,8,6207,91.301924,89.61,7323
ktruss3,113,8,4187,91.012336,89.669,6583
ktruss3,113,8,3641,91.152179,90.195,9818
ktruss3,113,8,8591,91.146577,88.921,6906
ktruss3,113,8,3580,88.537885,89.892,11609
ktruss3,113,8,8524,91.987025,88.91,9132
ktruss3,113,8,2650,91.705806,90.427,12487
ktruss3,113,8,2811,89.834909,88.881,6734
ktruss3,113,8,9963,91.747998,89.079,5668
ktruss3,113,8,7537,90.8817,90.291,1758
ktruss3,113,8,3472,91.864124,89.403,3163
ktruss3,113,8,3714,90.423292,89.677,3075
ktruss3,113,8,8158,92.891206,89.582,10253
ktruss3,113,8,7284,88.459943,90.718,11869
ktruss3,113,8,6948,91.118895,90.338,4911
ktruss3,113,8,6119,91.925425,92.191,8197
ktruss3,113,8,5253,90.58161,90.015,9684
ktruss3,113,8,5134,90.213779,89.966,13787
ktruss3,113,8,7350,90.679261,88.109,331
ktruss3,113,8,2652,90.742695,89.991,1982
ktruss3,113,8,9968,91.669755,89.693,3127
ktruss3,113,8,3914,88.345649,90.79,8786
ktruss3,113,8,6899,92.74983,88.029,6748
ktruss3,113,8,4715,91.118895,88.785,5673
ktruss4,147,2,8115,368.34808,143.952,11072
ktruss4,147,2,3520,363.08434,142.331,3685
ktruss4,147,2,8647,365.310494,141.896,3369
ktruss4,147,2,9420,363.346246,141.259,13514
ktruss4,147,2,3116,364.926622,148.25,5668
ktruss4,147,2,6377,368.530808,144.517,8900
ktruss4,147,2,6207,362.047451,144.503,13792
ktruss4,147,2,4187,362.313562,143.994,5471
ktruss4,147,2,3641,361.433458,142.703,7011
ktruss4,147,2,8591,364.775439,143.222,11717
ktruss4,147,2,3580,359.24122,142.988,11854
ktruss4,147,2,8524,365.355215,142.974,5336
ktruss4,147,2,2650,358.312328,144.322,12539
ktruss4,147,2,2811,356.620092,143.403,3004
ktruss4,147,2,9963,358.953403,142.629,10254
ktruss4,147,2,7537,359.725179,142.162,3496
ktruss4,147,2,3472,365.416815,140.666,1986
ktruss4,147,2,3714,365.444198,142.749,2895
ktruss4,147,2,8158,363.71621,142.291,4323
ktruss4,147,2,7284,362.768904,143.411,731
ktruss4,147,2,6948,358.652776,142.874,11629
ktruss4,147,2,6119,362.908446,142.855,14031
ktruss4,147,2,5253,362.995058,141.25,10804
ktruss4,147,2,5134,364.366254,144.798,3064
ktruss4,147,2,7350,366.46054,142.261,4349
ktruss4,147,2,2652,366.181692,143.238,2839
ktruss4,147,2,9968,362.304355,142.32,4232
ktruss4,147,2,3914,366.005499,142.788,11680
ktruss4,147,2,6899,365.012933,142.203,3428
ktruss4,147,2,4715,362.031109,143.811,14411
ktruss4,147,4,8115,193.663616,143.144,6741
ktruss4,147,4,3520,200.357985,144.427,14606
ktruss4,147,4,8647,195.392204,146.213,10265
ktruss4,147,4,9420,199.34011,143.849,8788
ktruss4,147,4,3116,194.559129,142.034,14538
ktruss4,147,4,6377,192.910618,142.963,5189
ktruss4,147,4,6207,197.680558,146.457,7344
ktruss4,147,4,4187,194.480888,145.394,5526
ktruss4,147,4,3641,196.085973,141.985,6991
ktruss4,147,4,8591,192.867491,143.363,13793
ktruss4,147,4,3580,198.051156,146.348,178
ktruss4,147,4,8524,194.499062,143.282,11156
ktruss4,147,4,2650,195.481486,145.321,1118
ktruss4,147,4,2811,196.033281,144.243,10390
ktruss4,147,4,9963,196.147575,142.416,13353
ktruss4,147,4,7537,196.999062,142.19,490
ktruss4,147,4,3472,198.858823,144.004,10027
ktruss4,147,4,3714,194.209474,144.962,5906
ktruss4,147,4,8158,196.638366,144.3,4351
ktruss4,147,4,7284,195.515705,144.02,6546
ktruss4,147,4,6948,191.453804,145.897,7508
ktruss4,147,4,6119,191.052055,147.353,7372
ktruss4,147,4,5253,197.499361,147.326,1853
ktruss4,147,4,5134,197.736556,145.547,2034
ktruss4,147,4,7350,199.360057,145.456,7206
ktruss4,147,4,2652,196.999062,146.946,11037
ktruss4,147,4,9968,200.532047,144.53,3383
ktruss4,147,4,3914,196.348717,146.457,2050
ktruss4,147,4,6899,192.077305,148.522,3864
ktruss4,147,4,4715,196.428792,142.432,10423
ktruss4,147,8,8115,111.774842,145.208,7663
ktruss4,147,8,3520,114.24983,144.28,7713
ktruss4,147,8,8647,115.678962,144.557,3351
ktruss4,147,8,9420,112.83084,145.555,1181
ktruss4,147,8,3116,112.073637,145.635,12565
ktruss4,147,8,6377,114.865358,143.061,6320
ktruss4,147,8,6207,113.811131,145.166,840
ktruss4,147,8,4187,112.733488,143.171,11127
ktruss4,147,8,3641,116.432261,144.321,7896
ktruss4,147,8,8591,114.943601,143.554,1437
ktruss4,147,8,3580,115.057594,146.687,8111
ktruss4,147,8,8524,115.135837,145.18,240
ktruss4,147,8,2650,112.505201,144.401,12238
ktruss4,147,8,2811,112.740924,144.951,6258
ktruss4,147,8,9963,113.039418,145.634,14616
ktruss4,147,8,7537,115.637071,147.455,12514
ktruss4,147,8,3472,113.365358,145.294,2649
ktruss4,147,8,3714,112.802225,148.203,12603
ktruss4,147,8,8158,113.785582,144.26,7206
ktruss4,147,8,7284,114.197437,145.964,11788
ktruss4,147,8,6948,116.046555,147.082,12544
ktruss4,147,8,6119,114.445134,146.7,12470
ktruss4,147,8,5253,109.588446,146.459,12111
ktruss4,147,8,5134,116.073637,146.584,5638
ktruss4,147,8,7350,111.541252,146.332,4030
ktruss4,147,8,2652,112.635837,143.421,1669
ktruss4,147,8,9968,113.687931,144.296,14037
ktruss4,147,8,3914,113.801924,146.468,6263
ktruss4,147,8,6899,115.311131,146.01,2610
ktruss4,147,8,4715,113.477519,146.162,14804
ktruss5,181,2,8115,436.42969,218.403,4502
ktruss5,181,2,3520,440.141037,216.311,14022
ktruss5,181,2,8647,446.226712,214.556,4709
ktruss5,181,2,9420,444.307724,213.304,9242
ktruss5,181,2,3116,444.56156,214.167,14773
ktruss5,181,2,6377,442.817529,216.853,7344
ktruss5,181,2,6207,445.955936,214.066,9689
ktruss5,181,2,4187,448.108951,216.221,8064
ktruss5,181,2,3641,444.17402,212.367,4968
ktruss5,181,2,8591,441.965741,210.24,11292
ktruss5,181,2,3580,437.657678,220.974,7179
ktruss5,181,2,8524,446.37883,229.714,4417
ktruss5,181,2,2650,444.612121,239.815,10605
ktruss5,181,2,2811,443.157678,233.123,1065
ktruss5,181,2,9963,443.052054,237.763,3001
ktruss5,181,2,7537,447.641635,241.702,14123
ktruss5,181,2,3472,446.62316,230.624,7168
ktruss5,181,2,3714,444.788312,233.509,1895
ktruss5,181,2,8158,445.203235,237.366,11748
ktruss5,181,2,7284,447.105285,238.243,12372
ktruss5,181,2,6948,444.532644,242.159,12253
ktruss5,181,2,6119,435.754097,245.897,7674
ktruss5,181,2,5253,442.113654,243.838,13575
ktruss5,181,2,5134,448.309556,239.803,8309
ktruss5,181,2,7350,437.91895,237.725,9143
ktruss5,181,2,2652,447.869623,237.049,4463
ktruss5,181,2,9968,444.796683,238.849,14161
ktruss5,181,2,3914,444.140102,236.218,2673
ktruss5,181,2,6899,439.971044,232.107,7168
ktruss5,181,2,4715,440.920184,223.942,7486
ktruss5,181,4,8115,238.300291,225.328,14318
ktruss5,181,4,3520,240.631532,226.358,3001
ktruss5,181,4,8647,234.427956,223.29,14821
ktruss5,181,4,9420,236.98272,227.001,8724
ktruss5,181,4,3116,236.097014,241.119,5891
ktruss5,181,4,6377,238.834508,239.667,7976
ktruss5,181,4,6207,241.790484,244.353,14440
ktruss5,181,4,4187,232.98272,238.171,4453
ktruss5,181,4,3641,238.825303,237.808,6069
ktruss5,181,4,8591,242.379528,234.259,2723
ktruss5,181,4,3580,239.825002,228.88,10285
ktruss5,181,4,8524,241.579139,227.487,1945
ktruss5,181,4,2650,240.580373,227.381,2813
ktruss5,181,4,2811,238.185997,230.436,10193
ktruss5,181,4,9963,236.499062,230.847,1470
ktruss5,181,4,7537,236.579139,224.195,6538
ktruss5,181,4,3472,234.185997,220.594,14425
ktruss5,181,4,3714,244.133065,222.108,6682
ktruss5,181,4,8158,237.740224,220.042,11790
ktruss5,181,4,7284,242.92112,219.636,7914
ktruss5,181,4,6948,238.079139,218.06,5506
ktruss5,181,4,6119,239.292617,237.637,9811
ktruss5,181,4,5253,235.351785,249.929,14379
ktruss5,181,4,5134,236.816033,239.295,10494
ktruss5,181,4,7350,231.950335,239.927,7888
ktruss5,181,4,2652,237.808959,239.661,5099
ktruss5,181,4,9968,229.325303,238.808,11846
ktruss5,181,4,3914,239.507732,243.542,9351
ktruss5,181,4,6899,240.011636,241.623,6148
ktruss5,181,4,4715,233.975884,240.652,5291
ktruss5,181,8,8115,137.70764,239.15,4060
ktruss5,181,8,3520,133.78375,237.469,1208
ktruss5,181,8,8647,137.021244,242.966,7265
ktruss5,181,8,9420,138.506734,237.167,13598
ktruss5,181,8,3116,137.126331,236.714,10044
ktruss5,181,8,6377,140.706107,231.541,14050
ktruss5,181,8,6207,135.655546,233.657,6015
ktruss5,181,8,4187,139.698671,230.19,8945
ktruss5,181,8,3641,141.15678,230.033,13483
ktruss5,181,8,8591,137.629698,229.719,7697
ktruss5,181,8,3580,136.671888,233.379,8876
ktruss5,181,8,8524,139.285883,233.981,7093
ktruss5,181,8,2650,139.057895,237.503,2644
ktruss5,181,8,2811,133.383235,237.727,12073
ktruss5,181,8,9963,135.618596,230.485,12643
ktruss5,181,8,7537,137.778447,231.836,4503
ktruss5,181,8,3472,138.303758,234.314,10942
ktruss5,181,8,3714,138.09028,231.733,11694
ktruss5,181,8,8158,133.541252,232.089,8660
ktruss5,181,8,7284,138.057594,225.72,2904
ktruss5,181,8,6948,137.621028,229.257,11732
ktruss5,181,8,6119,138.222449,237.19,14373
ktruss5,181,8,5253,134.57577,226.34,7400
ktruss5,181,8,5134,139.35669,230.984,9389
ktruss5,181,8,7350,137.602852,223.113,10922
ktruss5,181,8,2652,131.591813,224.951,6327
ktruss5,181,8,9968,138.470683,223.678,10126
ktruss5,181,8,3914,133.557295,227.02,3483
ktruss5,181,8,6899,138.173122,238.21,5897
ktruss5,181,8,4715,139.233189,238.082,7495
pratt1,37,2,8115,115.423652,12.08,5183
pratt1,37,2,3520,114.126628,12.956,11242
pratt1,37,2,8647,116.460242,12.609,1239
pratt1,37,2,9420,116.565028,12.019,8449
pratt1,37,2,3116,112.688228,12.19,1037
pratt1,37,2,6377,116.441828,13.216,12098
pratt1,37,2,6207,115.154011,13.094,12882
pratt1,37,2,4187,116.258797,12.912,826
pratt1,37,2,3641,116.565028,14.05,1648
pratt1,37,2,8591,113.706404,13.109,4821
pratt1,37,2,3580,115.423652,12.938,1010
pratt1,37,2,8524,114.84778,12.977,1512
pratt1,37,2,2650,116.154011,12.443,7864
pratt1,37,2,2811,115.144804,12.774,9092
pratt1,37,2,9963,114.84778,12.153,10516
pratt1,37,2,7537,113.592411,12.003,7479
pratt1,37,2,3472,115.258797,13.439,685
pratt1,37,2,3714,116.565028,13.116,5538
pratt1,37,2,8158,112.985252,12.787,6762
pratt1,37,2,7284,116.144804,13.16,14069
pratt1,37,2,6948,115.318866,13.294,12606
pratt1,37,2,6119,115.432859,13.33,11835
pratt1,37,2,5253,112.679021,13.293,9450
pratt1,37,2,5134,116.555821,13.003,6548
pratt1,37,2,7350,116.565028,13.494,2157
pratt1,37,2,2652,115.853083,13.247,12380
pratt1,37,2,9968,114.838573,12.697,13419
pratt1,37,2,3914,116.135597,12.767,12721
pratt1,37,2,6899,114.72458,13.757,5129
pratt1,37,2,4715,115.853083,14.181,6718
pratt1,37,4,8115,65.853083,13.75,11438
pratt1,37,4,3520,64.556059,13.146,13126
pratt1,37,4,8647,64.556059,14.778,1313
pratt1,37,4,9420,64.291483,14.206,9386
pratt1,37,4,3116,63.414683,13.9,13777
pratt1,37,4,6377,62.688228,13.249,8008
pratt1,37,4,6207,63.414683,13.374,1813
pratt1,37,4,4187,65.396507,13.21,2652
pratt1,37,4,3641,65.141138,13.791,10657
pratt1,37,4,8591,65.853083,13.312,13884
pratt1,37,4,3580,64.405476,13.188,13331
pratt1,37,4,8524,63.42389,13.909,13664
pratt1,37,4,2650,65.432859,13.232,14712
pratt1,37,4,2811,65.159552,13.45,3139
pratt1,37,4,9963,64.405476,13.601,7335
pratt1,37,4,7537,65.442066,13.33,10957
pratt1,37,4,3472,65.853083,13.799,4689
pratt1,37,4,3714,64.30069,12.926,7577
pratt1,37,4,8158,65.86229,13.423,10539
pratt1,37,4,7284,64.018176,13.251,2673
pratt1,37,4,6948,63.414683,13.614,1572
pratt1,37,4,6119,65.546852,13.403,3226
pratt1,37,4,5253,64.291483,13.214,6303
pratt1,37,4,5134,63.588745,13.389,14291
pratt1,37,4,7350,63.414683,13.352,9009
pratt1,37,4,2652,63.414683,13.159,3595
pratt1,37,4,9968,65.141138,13.499,7441
pratt1,37,4,3914,63.588745,13.032,303
pratt1,37,4,6899,62.291721,13.559,14833
pratt1,37,4,4715,64.30069,13.113,6641
pratt1,37,8,8115,39.264338,14.174,3851
pratt1,37,8,3520,37.291721,13.425,1205
pratt1,37,8,8647,38.42389,13.438,13268
pratt1,37,8,9420,39.008969,13.546,2185
pratt1,37,8,3116,38.42389,13.678,3827
pratt1,37,8,6377,39.264338,14.511,1864
pratt1,37,8,6207,37.291721,13.013,12140
pratt1,37,8,4187,39.264338,13.473,155
pratt1,37,8,3641,38.42389,12.911,3550
pratt1,37,8,8591,39.730121,12.641,1834
pratt1,37,8,3580,38.528676,12.838,12766
pratt1,37,8,8524,39.844114,12.833,13640
pratt1,37,8,2650,39.008969,12.768,1721
pratt1,37,8,2811,39.720914,13.471,10178
pratt1,37,8,9963,37.711945,12.938,7665
pratt1,37,8,7537,37.282514,13.471,7953
pratt1,37,8,3472,39.008969,13.223,13250
pratt1,37,8,3714,39.264338,13.122,3265
pratt1,37,8,8158,38.528676,13.311,3638
pratt1,37,8,7284,38.42389,12.93,9642
pratt1,37,8,6948,39.008969,12.688,10261
pratt1,37,8,6119,39.720914,12.747,14727
pratt1,37,8,5253,38.42389,12.998,7144
pratt1,37,8,5134,37.291721,13.08,13119
pratt1,37,8,7350,39.008969,13.234,2973
pratt1,37,8,2652,39.008969,12.986,5877
pratt1,37,8,9968,37.711945,13.146,9542
pratt1,37,8,3914,39.008969,13.852,11105
pratt1,37,8,6899,37.711945,12.737,6405
pratt1,37,8,4715,38.42389,12.536,9049
pratt2,63,2,8115,187.628763,30.165,6942
pratt2,63,2,3520,189.902308,30.453,13536
pratt2,63,2,8647,187.874925,30.433,12689
pratt2,63,2,9420,187.340708,30.091,11775
pratt2,63,2,3116,188.71007,30.667,5315
pratt2,63,2,6377,188.144566,30.599,14210
pratt2,63,2,6207,187.02527,30.246,12275
pratt2,63,2,4187,187.568694,30.113,14318
pratt2,63,2,3641,187.733549,30.624,3488
pratt2,63,2,8591,187.988918,30.356,10365
pratt2,63,2,3580,187.14847,31.435,12719
pratt2,63,2,8524,190.007094,30.254,6168
pratt2,63,2,2650,189.166646,29.939,7926
pratt2,63,2,2811,190.007094,30.198,12336
pratt2,63,2,9963,187.979711,30.186,12712
pratt2,63,2,7537,187.952328,30.514,11850
pratt2,63,2,3472,186.427318,30.539,5837
pratt2,63,2,3714,189.706166,30.568,7032
pratt2,63,2,8158,189.715373,31.341,5879
pratt2,63,2,7284,190.121087,29.622,11886
pratt2,63,2,6948,187.847542,30.116,13215
pratt2,63,2,6119,187.454701,30.432,6784
pratt2,63,2,5253,187.979711,30.568,2827
pratt2,63,2,5134,188.700863,29.802,649
pratt2,63,2,7350,188.409142,30.266,12736
pratt2,63,2,2652,188.988918,30.191,14131
pratt2,63,2,9968,187.838335,30.266,6308
pratt2,63,2,3914,188.385425,31.082,6524
pratt2,63,2,6899,189.016301,30.209,14546
pratt2,63,2,4715,189.833032,30.765,1848
pratt2,63,4,8115,105.414683,30.836,12328
pratt2,63,4,3520,103.574235,31.023,11428
pratt2,63,4,8647,104.706404,30.738,5545
pratt2,63,4,9420,102.003428,31.543,7219
pratt2,63,4,3116,104.451035,31.054,5941
pratt2,63,4,6377,102.003428,30.847,5067
pratt2,63,4,6207,104.715611,30.47,12244
pratt2,63,4,4187,102.853083,31.108,7692
pratt2,63,4,3641,103.555821,30.584,4241
pratt2,63,4,8591,103.574235,30.551,13698
pratt2,63,4,3580,102.036352,30.585,13048
pratt2,63,4,8524,104.985252,31.994,12861
pratt2,63,4,2650,106.423652,30.743,6443
pratt2,63,4,2811,100.144804,32.132,3787
pratt2,63,4,9963,103.574235,30.885,4486
pratt2,63,4,7537,104.273307,30.482,13802
pratt2,63,4,3472,104.601618,31.286,6036
pratt2,63,4,3714,102.126628,30.239,12329
pratt2,63,4,8158,103.679021,30.703,244
pratt2,63,4,7284,103.565028,30.92,1211
pratt2,63,4,6948,106.012635,30.913,5934
pratt2,63,4,6119,102.688228,30.876,10487
pratt2,63,4,5253,104.414683,31.63,11411
pratt2,63,4,5134,100.820397,31.335,6622
pratt2,63,4,7350,102.126628,30.529,9775
pratt2,63,4,2652,105.126628,31.386,1486
pratt2,63,4,9968,104.565028,31.433,2637
pratt2,63,4,3914,102.012635,31.838,13718
pratt2,63,4,6899,106.432859,31.38,9089
pratt2,63,4,4715,102.442066,31.696,13653
pratt2,63,8,8115,62.282514,30.792,12442
pratt2,63,8,3520,63.844114,32.456,14304
pratt2,63,8,8647,63.309897,32.367,11104
pratt2,63,8,9420,60.871497,31.403,9000
pratt2,63,8,3116,63.108452,31.105,7963
pratt2,63,8,6377,63.730121,32.894,2515
pratt2,63,8,6207,63.132169,32.104,880
pratt2,63,8,4187,62.880466,30.992,7670
pratt2,63,8,3641,63.003666,32.645,4173
pratt2,63,8,8591,62.396507,31.123,5139
pratt2,63,8,3580,62.282514,30.965,9617
pratt2,63,8,8524,61.688228,31.782,5924
pratt2,63,8,2650,63.159314,32.076,12315
pratt2,63,8,2811,62.42389,32.262,290
pratt2,63,8,9963,63.159314,31.632,5073
pratt2,63,8,7537,62.282514,30.944,3495
pratt2,63,8,3472,62.994459,31.302,6713
pratt2,63,8,3714,63.309897,30.766,2491
pratt2,63,8,8158,63.42389,31.262,11640
pratt2,63,8,7284,63.132169,31.241,7345
pratt2,63,8,6948,63.003666,30.94,7877
pratt2,63,8,6119,60.844114,30.985,5065
pratt2,63,8,5253,63.414683,31.4,8569
pratt2,63,8,5134,63.132169,30.778,1733
pratt2,63,8,7350,63.008969,30.715,8105
pratt2,63,8,2652,62.168521,31.619,8003
pratt2,63,8,9968,62.273307,31.027,5341
pratt2,63,8,3914,60.976283,31.685,12121
pratt2,63,8,6899,63.597952,31.977,1579
pratt2,63,8,4715,63.132169,31.653,7137
pratt3,89,2,8115,261.709594,56.448,11842
pratt3,89,2,3520,260.860177,57.537,14766
pratt3,89,2,8647,261.175615,57.06,11382
pratt3,89,2,9420,262.307784,56.831,2623
pratt3,89,2,3116,260.869384,57.641,7751
pratt3,89,2,6377,263.271432,57.177,4141
pratt3,89,2,6207,263.809315,57.648,10042
pratt3,89,2,4187,264.704529,56.608,4611
pratt3,89,2,3641,262.001553,57.093,14117
pratt3,89,2,8591,262.57236,56.671,1553
pratt3,89,2,3580,265.842001,57.09,10714
pratt3,89,2,8524,265.394394,57.273,12110
pratt3,89,2,2650,265.403601,56.671,4697
pratt3,89,2,2811,265.115546,56.522,8686
pratt3,89,2,9963,265.298815,58.107,2633
pratt3,89,2,7537,265.124753,57.517,8277
pratt3,89,2,3472,263.983377,56.901,12916
pratt3,89,2,3714,261.316991,56.518,5730
pratt3,89,2,8158,265.586632,57.027,10004
pratt3,89,2,7284,265.88756,56.594,2321
pratt3,89,2,6948,262.052653,56.913,10740
pratt3,89,2,6119,262.842001,57.071,4974
pratt3,89,2,5253,263.623222,58.325,5151
pratt3,89,2,5134,264.439953,57.363,3257
pratt3,89,2,7350,261.175615,56.986,4720
pratt3,89,2,2652,266.421777,58.332,4263
pratt3,89,2,9968,263.553946,59.3,5956
pratt3,89,2,3914,265.53577,57.18,5381
pratt3,89,2,6899,264.157439,57.896,5076
pratt3,89,2,4715,265.061622,58.419,12258
pratt3,89,4,8115,144.258797,57.756,14309
pratt3,89,4,3520,144.565028,60.256,7005
pratt3,89,4,8647,143.012635,57.603,14657
pratt3,89,4,9420,144.24959,58.427,9400
pratt3,89,4,3116,143.181156,58.712,14424
pratt3,89,4,6377,140.565028,58.472,10600
pratt3,89,4,6207,141.619556,57.351,841
pratt3,89,4,4187,144.436525,56.329,9166
pratt3,89,4,3641,144.154011,57.808,12166
pratt3,89,4,8591,144.135597,57.835,11486
pratt3,89,4,3580,143.399935,57.614,10514
pratt3,89,4,8524,143.409142,57.429,12148
pratt3,89,4,2650,141.381759,57.737,14399
pratt3,89,4,2811,143.733787,59.721,9212
pratt3,89,4,9963,143.304356,57.727,2437
pratt3,89,4,7537,139.573997,57.278,3558
pratt3,89,4,3472,141.172187,58.651,2239
pratt3,89,4,3714,141.847542,61.41,7646
pratt3,89,4,8158,143.838573,58.438,9367
pratt3,89,4,7284,144.943359,60.687,13417
pratt3,89,4,6948,143.838573,56.55,36
pratt3,89,4,6119,140.856749,58.106,7077
pratt3,89,4,5253,143.130294,57.589,2195
pratt3,89,4,5134,145.052891,56.632,11289
pratt3,89,4,7350,143.72458,57.704,1339
pratt3,89,4,2652,142.153773,57.335,6836
pratt3,89,4,9968,140.144804,57.716,4797
pratt3,89,4,3914,142.998125,58.206,11164
pratt3,89,4,6899,142.697197,57.389,7041
pratt3,89,4,4715,142.454701,57.336,8356
pratt3,89,8,8115,85.442066,58.206,7447
pratt3,89,8,3520,84.976283,57.533,13537
pratt3,89,8,8647,83.003666,57.486,14335
pratt3,89,8,9420,84.021842,57.958,11479
pratt3,89,8,3116,84.003666,57.916,1977
pratt3,89,8,6377,80.739328,58.033,7732
pratt3,89,8,6207,85.432859,58.03,2731
pratt3,89,8,4187,83.994459,57.838,7704
pratt3,89,8,3641,83.73909,58.116,9760
pratt3,89,8,8591,85.660845,59.093,9100
pratt3,89,8,3580,85.546852,58.513,369
pratt3,89,8,8524,82.679021,58.458,7609
pratt3,89,8,2650,85.733787,58.461,12272
pratt3,89,8,2811,83.985252,58.044,6350
pratt3,89,8,9963,85.546852,58.019,10021
pratt3,89,8,7537,83.871259,57.959,13842
pratt3,89,8,3472,84.994459,57.99,12198
pratt3,89,8,3714,85.405476,56.947,1759
pratt3,89,8,8158,86.688228,57.325,6033
pratt3,89,8,7284,86.012635,57.882,5136
