GA Version,k,Pop,Gens,Seeds,Selection,Crossover,PX,Mutator,PM,Problem Instance,Num Edges,Num Vertices,Num Odd Edge Vertices,Sum Edges,,Best Total Travel Distance,Best Longest Route,Average Best Per Seed,Standard Dev Subtour Distance,Time Sec,Best Seed,Best Tour
original,8,1000,1000,30,1,2,0.99,2,0.4,ktruss5,181,78,26,778.102,0,1953.6,247.851,2136.49,78.5794,268866,3914,"{{0, 5, 27, 23, 37, 51, 65, 51, 73, 65, 67, 53, 39, 43, 39, 53, 73, 67, 71, 49, 35, 21, 29, 11, 17, 2, 10, 24, 38, 52, 66, 70, 62, 70, 66, 72, 50, 36, 40, 18, 4, 12, 3, 11, 25, 39, 59, 51, 59, 53, 67, 53, 71, 53, 39, 25, 11, 3, 16, 10, 14, 0}: 243.727890, {0, 6, 20, 42, 38, 58, 50, 68, 60, 46, 54, 36, 44, 22, 40, 36, 44, 24, 10, 2, 9, 23, 41, 33, 19, 5, 13, 2, 17, 11, 15, 7, 1, 12, 8, 22, 44, 38, 56, 48, 56, 34, 42, 20, 42, 38, 52, 50, 68, 46, 32, 18, 4, 12, 8, 30, 24, 42, 20, 6, 0}: 245.975296, {0, 2, 9, 27, 23, 37, 45, 37, 55, 47, 69, 65, 73, 53, 73, 67, 77, 67, 73, 51, 55, 33, 55, 37, 45, 25, 43, 21, 29, 11, 31, 23, 37, 59, 53, 73, 65, 75, 65, 51, 53, 39, 25, 11, 3, 11, 9, 13, 9, 23, 37, 55, 33, 19, 5, 0}: 245.986389, {0, 5, 19, 41, 37, 59, 53, 57, 49, 71, 63, 77, 63, 49, 57, 35, 57, 39, 45, 23, 27, 23, 31, 9, 31, 25, 29, 7, 1, 4, 26, 4, 12, 3, 16, 10, 14, 0, 14, 10, 30, 24, 28, 24, 44, 36, 54, 46, 60, 46, 68, 64, 50, 52, 50, 36, 22, 30, 10, 14, 0}: 245.669373, {0, 14, 10, 30, 22, 36, 38, 52, 72, 52, 58, 36, 22, 26, 8, 10, 14, 6, 20, 34, 48, 70, 52, 72, 64, 68, 60, 74, 60, 46, 54, 32, 40, 22, 30, 10, 14, 6, 0, 6, 28, 24, 22, 26, 18, 4, 1, 15, 3, 16, 2, 16, 3, 8, 22, 24, 38, 24, 10, 14, 0}: 247.850845, {0, 2, 3, 15, 1, 3, 8, 30, 22, 36, 54, 50, 58, 50, 54, 32, 40, 36, 58, 52, 56, 52, 72, 64, 72, 66, 70, 62, 76, 66, 52, 56, 38, 24, 10, 16, 3, 11, 25, 11, 15, 7, 21, 29, 21, 35, 49, 57, 49, 63, 71, 63, 49, 35, 43, 25, 23, 27, 19, 5, 0}: 242.910904, {0, 5, 13, 9, 17, 2, 17, 3, 15, 7, 15, 3, 12, 8, 22, 24, 28, 20, 34, 48, 70, 48, 56, 38, 58, 38, 24, 28, 10, 2, 9, 31, 11, 31, 25, 45, 39, 57, 49, 63, 49, 57, 53, 73, 65, 69, 51, 55, 47, 61, 75, 61, 47, 55, 51, 37, 45, 23, 9, 13, 0}: 237.115433, {0, 5, 19, 33, 47, 33, 19, 27, 23, 45, 39, 37, 51, 69, 61, 69, 51, 59, 37, 23, 9, 2, 14, 10, 8, 16, 8, 30, 24, 44, 36, 58, 36, 50, 64, 66, 70, 62, 48, 62, 70, 66, 64, 74, 60, 46, 32, 18, 4, 1, 7, 29, 25, 31, 9, 13, 5, 0, 13, 0}: 244.367493}"
original,1,1000,1000,30,1,2,0.99,2,0.4,pratt1,37,18,6,197.692,0,225.13,225.13,225.339,0.938451,17982.2,3520,"{{0, 10, 16, 6, 0, 9, 5, 9, 11, 17, 7, 11, 3, 1, 7, 11, 13, 3, 2, 12, 3, 8, 14, 4, 1, 8, 4, 1, 11, 9, 13, 2, 0, 6, 10, 12, 8, 10, 2, 9, 15, 5, 0}: 225.130051}"
original,2,1000,1000,30,1,2,0.99,2,0.4,pratt1,37,18,6,197.692,0,230.271,115.154,235.185,5.40246,19132.2,3641,"{{0, 2, 3, 1, 4, 14, 8, 12, 3, 8, 1, 7, 11, 7, 17, 11, 1, 4, 8, 10, 0}: 115.117424, {0, 5, 15, 9, 5, 0, 9, 2, 12, 10, 6, 16, 10, 2, 13, 9, 11, 13, 11, 3, 13, 2, 0, 6, 0}: 115.153992}"
original,4,1000,1000,30,1,2,0.99,2,0.4,pratt1,37,18,6,197.692,0,245.851,62.2825,261.993,11.2471,21209.8,8158,"{{0, 6, 10, 8, 1, 7, 17, 11, 13, 2, 9, 5, 0}: 62.282509, {0, 2, 3, 12, 3, 1, 7, 11, 13, 9, 15, 5, 0}: 60.730118, {0, 10, 2, 13, 3, 1, 11, 3, 12, 10, 16, 6, 0}: 60.556053, {0, 9, 11, 3, 8, 14, 4, 1, 4, 8, 12, 2, 0}: 62.282509}"
original,8,1000,1000,30,1,2,0.99,2,0.4,pratt1,37,18,6,197.692,0,359.854,46.2733,369.399,11.8876,25890.3,3116,"{{0, 9, 11, 7, 1, 11, 9, 0}: 46.273304, {0, 5, 15, 9, 2, 9, 13, 9, 5, 0}: 41.711945, {0, 6, 16, 10, 12, 3, 11, 3, 12, 2, 0}: 45.291718, {0, 2, 13, 3, 13, 11, 13, 2, 10, 6, 0}: 43.739330, {0, 9, 11, 17, 7, 11, 9, 0}: 46.273304, {0, 10, 8, 14, 4, 8, 10, 0}: 46.273304, {0, 2, 12, 8, 4, 1, 3, 2, 0}: 44.018177, {0, 9, 11, 1, 8, 3, 2, 0}: 46.273304}"
original,1,1000,1000,30,1,2,0.99,2,0.4,pratt2,63,28,10,329.416,0,372.855,372.855,377.254,3.89962,34266.6,9420,"{{0, 6, 16, 6, 0, 2, 10, 6, 20, 26, 16, 20, 10, 0, 5, 9, 13, 2, 3, 8, 1, 11, 23, 19, 21, 11, 21, 17, 21, 7, 17, 27, 21, 23, 9, 5, 15, 19, 5, 15, 25, 19, 9, 2, 12, 8, 18, 24, 14, 18, 22, 20, 18, 4, 14, 4, 1, 3, 13, 11, 3, 12, 10, 22, 8, 10, 8, 4, 1, 7, 11, 9, 0}: 372.854553}"
original,2,1000,1000,30,1,2,0.99,2,0.4,pratt2,63,28,10,329.416,0,377.996,189.286,396.873,12.0316,38476.2,9968,"{{0, 9, 23, 21, 7, 17, 21, 17, 27, 21, 11, 13, 3, 12, 2, 12, 8, 12, 10, 6, 10, 20, 18, 22, 20, 26, 16, 6, 20, 16, 6, 0, 5, 15, 25, 19, 9, 2, 0}: 188.710052, {0, 10, 8, 1, 11, 7, 1, 4, 18, 8, 4, 14, 18, 24, 14, 4, 1, 3, 2, 10, 22, 8, 3, 11, 23, 19, 21, 11, 9, 2, 13, 9, 5, 19, 15, 5, 0}: 189.285934}"
original,4,1000,1000,30,1,2,0.99,2,0.4,pratt2,63,28,10,329.416,0,401.156,101.415,455.638,23.7088,43726.4,3641,"{{0, 5, 15, 19, 23, 9, 11, 23, 11, 1, 7, 17, 27, 21, 23, 19, 5, 9, 13, 9, 0}: 100.286179, {0, 6, 10, 2, 13, 11, 21, 7, 1, 8, 3, 11, 7, 1, 3, 2, 12, 10, 20, 6, 0}: 99.994461, {0, 10, 22, 18, 4, 14, 4, 8, 4, 1, 7, 17, 21, 19, 15, 25, 19, 9, 2, 0}: 101.414680, {0, 6, 16, 26, 20, 22, 8, 12, 3, 13, 3, 12, 10, 8, 18, 24, 14, 18, 20, 16, 6, 0}: 99.460236}"
original,8,1000,1000,30,1,2,0.99,2,0.4,pratt2,63,28,10,329.416,0,495.177,63.4239,563.195,34.8428,51918.9,4187,"{{0, 2, 13, 3, 8, 4, 8, 12, 8, 3, 11, 9, 0}: 60.730118, {0, 2, 12, 3, 1, 11, 13, 2, 10, 8, 3, 2, 0}: 63.168518, {0, 6, 20, 22, 18, 24, 18, 20, 26, 16, 6, 0}: 60.546848, {0, 5, 9, 23, 21, 27, 17, 21, 23, 9, 19, 15, 5, 0}: 62.291718, {0, 6, 16, 20, 18, 8, 12, 2, 12, 10, 20, 22, 10, 6, 0}: 62.177723, {0, 10, 22, 18, 4, 1, 7, 17, 21, 19, 5, 0}: 59.414680, {0, 10, 22, 8, 1, 4, 14, 24, 14, 18, 22, 10, 2, 0}: 63.423885, {0, 2, 9, 13, 11, 21, 7, 11, 23, 19, 25, 15, 5, 0}: 63.423885}"
original,1,1000,1000,30,1,2,0.99,2,0.4,pratt3,89,38,14,461.141,0,520.579,520.579,529.496,6.86669,55531,7284,"{{0, 5, 15, 29, 19, 9, 2, 12, 8, 22, 20, 6, 16, 20, 32, 28, 18, 28, 24, 34, 28, 14, 18, 8, 1, 7, 11, 23, 9, 13, 11, 21, 33, 29, 35, 25, 15, 5, 19, 15, 25, 29, 31, 27, 17, 7, 17, 31, 37, 27, 17, 21, 11, 1, 4, 8, 10, 8, 3, 11, 9, 19, 23, 21, 31, 33, 19, 21, 7, 1, 3, 12, 10, 22, 18, 20, 30, 26, 30, 36, 26, 16, 30, 32, 18, 4, 14, 24, 28, 30, 20, 10, 6, 0, 10, 2, 13, 3, 2, 0, 5, 9, 0}: 520.579041}"
original,2,1000,1000,30,1,2,0.99,2,0.4,pratt3,89,38,14,461.141,0,549.451,274.737,580.686,18.8377,64601.4,6207,"{{0, 6, 10, 20, 32, 28, 14, 18, 32, 30, 26, 30, 36, 26, 16, 30, 20, 18, 4, 14, 24, 14, 18, 28, 30, 28, 24, 34, 28, 32, 20, 16, 6, 20, 22, 10, 12, 8, 22, 8, 3, 13, 9, 19, 5, 0, 10, 8, 1, 11, 13, 9, 5, 0}: 274.713501, {0, 2, 10, 22, 18, 8, 3, 8, 4, 1, 11, 21, 7, 1, 3, 12, 2, 3, 11, 9, 13, 2, 9, 23, 21, 31, 29, 15, 25, 29, 35, 25, 15, 5, 15, 19, 29, 33, 21, 31, 27, 31, 17, 7, 11, 23, 19, 33, 31, 37, 27, 17, 21, 19, 9, 0}: 274.737183}"
original,4,1000,1000,30,1,2,0.99,2,0.4,pratt3,89,38,14,461.141,0,633.61,158.989,685.43,37.8072,74962.6,8158,"{{0, 6, 20, 10, 2, 13, 11, 23, 9, 5, 9, 2, 12, 3, 1, 4, 14, 24, 28, 18, 14, 24, 34, 28, 32, 20, 16, 26, 30, 36, 26, 16, 6, 0}: 158.715607, {0, 5, 9, 23, 9, 11, 3, 8, 4, 14, 4, 18, 8, 3, 2, 9, 19, 21, 17, 7, 11, 21, 31, 37, 27, 31, 33, 29, 35, 25, 15, 5, 0}: 157.871262, {0, 2, 13, 11, 1, 8, 12, 10, 20, 32, 28, 24, 14, 28, 30, 32, 18, 22, 8, 3, 8, 18, 20, 22, 10, 8, 22, 20, 30, 16, 6, 10, 0}: 158.034470, {0, 5, 15, 25, 29, 19, 23, 21, 19, 5, 15, 29, 31, 17, 27, 17, 7, 21, 33, 21, 7, 1, 3, 13, 9, 5, 15, 19, 33, 19, 9, 0}: 158.988922}"
original,8,1000,1000,30,1,2,0.99,2,0.4,pratt3,89,38,14,461.141,0,789.161,102.036,841.132,27.6884,95792.6,3472,"{{0, 10, 8, 1, 8, 22, 20, 18, 14, 4, 1, 7, 17, 21, 23, 11, 13, 3, 12, 2, 0}: 101.592392, {0, 5, 15, 25, 35, 25, 29, 31, 37, 27, 17, 27, 31, 21, 11, 3, 1, 3, 13, 2, 0}: 98.150345, {0, 9, 23, 21, 33, 29, 35, 29, 31, 17, 7, 11, 3, 8, 18, 32, 28, 32, 20, 6, 0}: 101.418343, {0, 6, 20, 6, 16, 30, 28, 14, 4, 1, 7, 21, 33, 31, 33, 19, 9, 5, 0}: 94.258789, {0, 10, 22, 8, 4, 14, 24, 28, 18, 22, 20, 16, 6, 16, 26, 36, 30, 32, 30, 20, 10, 0}: 101.135834, {0, 6, 16, 26, 36, 26, 30, 20, 10, 8, 3, 11, 21, 33, 29, 25, 15, 19, 9, 13, 3, 2, 0}: 102.036346, {0, 2, 10, 12, 8, 18, 28, 34, 24, 14, 4, 18, 28, 18, 8, 12, 2, 12, 10, 6, 0}: 91.003662, {0, 2, 9, 11, 1, 7, 17, 21, 19, 9, 13, 9, 23, 19, 5, 15, 29, 19, 9, 0}: 99.565033}"
original,1,1000,1000,30,1,2,0.99,2,0.4,pratt4,115,48,18,592.865,0,668.304,668.304,682.714,7.48889,83084.1,4715,"{{0, 5, 19, 23, 21, 33, 31, 41, 37, 47, 41, 27, 37, 27, 31, 29, 33, 19, 29, 19, 21, 11, 23, 9, 13, 3, 8, 22, 20, 30, 16, 26, 36, 40, 38, 42, 30, 26, 36, 46, 40, 42, 28, 24, 38, 34, 24, 34, 44, 38, 28, 14, 18, 22, 10, 8, 18, 28, 30, 26, 40, 30, 32, 18, 8, 12, 3, 11, 9, 5, 15, 25, 39, 29, 43, 39, 35, 25, 15, 5, 0, 6, 20, 10, 12, 2, 9, 11, 13, 2, 10, 6, 16, 20, 18, 4, 1, 8, 4, 14, 24, 28, 32, 20, 10, 0, 2, 3, 1, 11, 7, 1, 7, 17, 21, 31, 17, 27, 17, 7, 21, 31, 43, 41, 39, 45, 35, 25, 29, 15, 19, 9, 0}: 668.303589}"
original,2,1000,1000,30,1,2,0.99,2,0.4,pratt4,115,48,18,592.865,0,722.887,363.005,781.182,33.5069,97575.2,6207,"{{0, 6, 16, 26, 40, 38, 44, 34, 24, 28, 38, 24, 28, 42, 38, 42, 30, 42, 40, 30, 20, 18, 8, 1, 11, 7, 17, 31, 43, 29, 19, 23, 11, 9, 19, 29, 39, 43, 41, 39, 25, 15, 5, 19, 15, 29, 33, 19, 21, 17, 21, 11, 21, 31, 29, 25, 35, 39, 35, 45, 39, 41, 47, 41, 31, 33, 31, 21, 23, 9, 0}: 363.004944, {0, 9, 13, 3, 1, 7, 17, 27, 41, 37, 47, 37, 27, 31, 33, 21, 7, 1, 4, 18, 32, 28, 38, 34, 24, 14, 18, 28, 32, 18, 22, 10, 0, 5, 9, 2, 10, 20, 16, 26, 36, 46, 40, 36, 26, 30, 28, 14, 4, 8, 12, 10, 6, 20, 10, 8, 3, 2, 13, 11, 3, 12, 2, 0, 2, 12, 8, 22, 20, 32, 30, 16, 6, 0}: 359.882202}"
original,4,1000,1000,30,1,2,0.99,2,0.4,pratt4,115,48,18,592.865,0,902.48,229.701,955.286,28.2497,32463.3,3520,"{{0, 5, 0, 2, 10, 12, 3, 13, 9, 5, 15, 29, 39, 35, 25, 15, 25, 35, 45, 39, 43, 41, 31, 21, 17, 21, 23, 9, 2, 3, 13, 9, 23, 19, 33, 19, 5, 0, 6, 16, 30, 16, 26, 36, 46, 36, 26, 16, 6, 0}: 226.157669, {0, 2, 9, 19, 29, 25, 39, 41, 31, 33, 29, 19, 9, 2, 10, 20, 18, 4, 1, 11, 9, 23, 19, 21, 31, 41, 37, 27, 41, 43, 29, 19, 15, 19, 33, 31, 41, 47, 37, 27, 17, 7, 11, 3, 12, 2, 0}: 227.313324, {0, 9, 19, 29, 31, 27, 17, 31, 43, 39, 29, 33, 21, 11, 3, 1, 4, 14, 28, 18, 8, 10, 6, 16, 26, 36, 46, 40, 26, 16, 20, 30, 42, 38, 34, 38, 44, 34, 24, 14, 18, 22, 18, 32, 20, 6, 0}: 229.700851, {0, 9, 23, 11, 7, 1, 8, 3, 11, 21, 7, 11, 13, 2, 12, 8, 4, 18, 28, 30, 26, 36, 40, 38, 42, 40, 30, 32, 28, 18, 22, 20, 30, 42, 28, 24, 38, 28, 24, 14, 4, 8, 22, 10, 0}: 219.308014}"
original,8,1000,1000,30,1,2,0.99,2,0.4,pratt4,115,48,18,592.865,0,1145.45,148.295,1236.04,36.4928,139314,2650,"{{0, 6, 10, 22, 18, 28, 32, 30, 32, 18, 22, 10, 22, 20, 16, 6, 0, 2, 9, 19, 21, 11, 1, 4, 1, 7, 11, 21, 11, 3, 13, 9, 0}: 145.181396, {0, 5, 15, 25, 35, 45, 35, 25, 15, 29, 19, 23, 11, 13, 2, 12, 10, 20, 30, 42, 28, 24, 14, 24, 34, 38, 28, 18, 4, 8, 12, 2, 9, 0}: 148.295380, {0, 5, 15, 29, 43, 29, 33, 21, 11, 3, 12, 10, 20, 30, 28, 24, 34, 44, 38, 42, 30, 40, 26, 30, 20, 22, 8, 22, 10, 0}: 135.445724, {0, 9, 11, 21, 7, 1, 8, 12, 8, 18, 32, 18, 20, 30, 16, 6, 10, 8, 1, 7, 17, 27, 31, 43, 39, 29, 19, 9, 0}: 144.847534, {0, 9, 23, 19, 33, 21, 33, 29, 25, 15, 5, 9, 13, 11, 21, 31, 17, 31, 41, 37, 47, 37, 27, 41, 43, 31, 33, 19, 29, 19, 5, 0}: 147.139496, {0, 5, 19, 33, 21, 7, 1, 3, 1, 11, 23, 19, 15, 25, 35, 39, 45, 39, 41, 47, 41, 39, 25, 15, 5, 0}: 143.093704, {0, 5, 15, 19, 29, 31, 21, 17, 7, 1, 4, 14, 24, 28, 42, 38, 34, 44, 34, 38, 28, 30, 26, 36, 40, 46, 36, 26, 16, 6, 0}: 145.588745, {0, 9, 23, 21, 23, 11, 3, 8, 18, 32, 20, 10, 2, 3, 8, 18, 14, 4, 14, 28, 14, 24, 38, 40, 42, 30, 20, 6, 0}: 135.856750}"
original,1,1000,1000,30,1,2,0.99,2,0.4,pratt5,141,58,22,724.59,0,812.594,812.594,847.975,18.3541,115682,3116,"{{0, 10, 6, 0, 5, 15, 19, 9, 11, 21, 31, 21, 7, 17, 31, 33, 29, 43, 39, 53, 49, 53, 51, 57, 47, 37, 51, 49, 45, 49, 55, 45, 35, 49, 39, 25, 35, 39, 41, 31, 43, 41, 37, 27, 31, 29, 15, 25, 29, 39, 53, 41, 37, 47, 51, 41, 27, 17, 21, 33, 19, 23, 21, 19, 29, 19, 5, 9, 23, 11, 1, 11, 7, 1, 4, 14, 28, 32, 18, 28, 38, 52, 40, 52, 50, 40, 38, 24, 34, 48, 38, 34, 44, 48, 54, 44, 34, 38, 42, 30, 20, 16, 26, 36, 46, 50, 48, 52, 50, 56, 46, 50, 36, 40, 30, 16, 6, 20, 32, 30, 28, 24, 14, 18, 4, 8, 22, 10, 20, 18, 8, 22, 18, 28, 42, 40, 26, 30, 20, 22, 10, 2, 0, 9, 2, 13, 3, 1, 8, 12, 2, 3, 8, 10, 12, 3, 11, 13, 9, 0}: 812.593994}"
original,2,1000,1000,30,1,2,0.99,2,0.4,pratt5,141,58,22,724.59,0,974.397,487.922,1021.93,41.558,25908.5,4187,"{{0, 10, 22, 20, 30, 42, 28, 18, 14, 24, 28, 18, 32, 28, 38, 40, 36, 50, 46, 36, 46, 56, 50, 52, 40, 30, 26, 16, 30, 40, 50, 48, 34, 44, 34, 38, 42, 30, 32, 18, 20, 16, 20, 10, 12, 3, 13, 3, 11, 23, 19, 33, 31, 21, 7, 1, 8, 22, 18, 8, 3, 11, 9, 2, 10, 20, 32, 28, 30, 28, 18, 4, 1, 7, 17, 27, 41, 53, 41, 37, 27, 31, 43, 29, 15, 25, 35, 39, 41, 51, 37, 47, 57, 51, 49, 39, 29, 19, 23, 9, 0}: 487.921936, {0, 6, 10, 8, 4, 14, 24, 38, 52, 50, 40, 26, 36, 40, 42, 30, 20, 6, 16, 6, 0, 5, 15, 19, 21, 11, 23, 21, 33, 19, 5, 9, 13, 3, 12, 8, 12, 2, 9, 19, 29, 25, 39, 53, 39, 35, 45, 49, 51, 47, 57, 47, 51, 53, 49, 45, 55, 49, 35, 39, 43, 41, 31, 41, 27, 17, 7, 11, 21, 33, 29, 31, 17, 21, 23, 9, 13, 2, 13, 11, 1, 4, 14, 24, 34, 38, 48, 54, 44, 48, 52, 38, 28, 14, 4, 1, 3, 2, 0}: 486.474640}"
original,4,1000,1000,30,1,2,0.99,2,0.4,pratt5,141,58,22,724.59,0,1155.21,290.737,1283.15,59.8462,43204.2,8524,"{{0, 6, 16, 30, 40, 50, 48, 34, 24, 38, 42, 38, 48, 50, 36, 26, 30, 32, 18, 14, 24, 28, 14, 4, 18, 28, 30, 20, 10, 2, 13, 9, 19, 9, 11, 7, 1, 7, 17, 27, 37, 47, 57, 51, 49, 53, 49, 55, 45, 35, 25, 15, 29, 19, 21, 23, 9, 0}: 286.850952, {0, 9, 23, 9, 5, 19, 33, 29, 31, 41, 51, 47, 57, 47, 37, 27, 31, 33, 31, 41, 53, 39, 49, 39, 25, 15, 25, 29, 43, 39, 41, 27, 41, 53, 51, 37, 41, 43, 31, 21, 33, 29, 39, 49, 45, 35, 25, 15, 5, 15, 19, 9, 13, 9, 11, 13, 3, 12, 2, 12, 10, 0}: 289.197662, {0, 10, 22, 8, 3, 12, 8, 4, 8, 18, 28, 42, 40, 26, 36, 46, 56, 46, 50, 52, 48, 44, 48, 52, 38, 28, 18, 8, 1, 7, 17, 31, 21, 23, 11, 3, 8, 22, 20, 30, 42, 40, 52, 50, 56, 50, 36, 26, 30, 40, 38, 24, 14, 24, 34, 38, 28, 32, 20, 6, 0}: 288.425690, {0, 9, 11, 21, 17, 21, 7, 1, 4, 14, 24, 34, 44, 54, 48, 52, 40, 30, 32, 30, 40, 36, 26, 16, 20, 10, 8, 12, 10, 22, 18, 20, 10, 22, 8, 12, 2, 0, 5, 15, 25, 35, 49, 35, 25, 35, 39, 29, 19, 23, 11, 1, 3, 2, 9, 0, 6, 10, 2, 0}: 290.737183}"
original,8,1000,1000,30,1,2,0.99,2,0.4,pratt5,141,58,22,724.59,0,1535.46,196.715,1671.06,60.0393,192803,5134,"{{0, 9, 19, 29, 39, 49, 51, 41, 27, 17, 7, 1, 4, 14, 24, 34, 44, 48, 38, 42, 30, 16, 20, 22, 20, 30, 42, 40, 36, 46, 50, 48, 34, 38, 48, 50, 40, 26, 16, 6, 0}: 196.715363, {0, 2, 13, 9, 5, 15, 25, 35, 39, 43, 29, 33, 21, 23, 11, 9, 19, 29, 39, 53, 49, 45, 55, 45, 35, 25, 15, 5, 0, 6, 16, 26, 36, 46, 50, 52, 38, 28, 18, 8, 1, 3, 12, 2, 0}: 196.628983, {0, 5, 9, 2, 10, 20, 32, 30, 42, 28, 24, 34, 38, 40, 52, 50, 52, 38, 48, 38, 28, 32, 20, 10, 8, 10, 0, 5, 15, 25, 35, 45, 49, 55, 49, 35, 25, 15, 5, 0}: 185.742767, {0, 5, 0, 6, 16, 26, 36, 40, 42, 28, 18, 4, 1, 11, 7, 17, 21, 33, 19, 15, 25, 35, 45, 35, 39, 43, 41, 43, 31, 21, 17, 7, 1, 4, 8, 3, 2, 3, 13, 2, 0}: 190.040009, {0, 5, 19, 23, 19, 29, 43, 39, 25, 29, 43, 41, 53, 51, 47, 37, 27, 17, 31, 33, 19, 9, 0, 10, 22, 8, 22, 10, 2, 0, 2, 10, 2, 13, 11, 3, 11, 23, 21, 19, 9, 0}: 194.449387, {0, 10, 22, 18, 22, 20, 30, 28, 38, 24, 34, 44, 54, 44, 48, 52, 38, 28, 14, 4, 1, 7, 21, 33, 31, 27, 37, 41, 37, 47, 51, 57, 47, 51, 41, 31, 29, 19, 9, 0}: 195.988922, {0, 9, 23, 19, 29, 39, 41, 27, 37, 51, 53, 39, 29, 19, 15, 19, 21, 11, 3, 12, 10, 20, 30, 40, 50, 56, 46, 36, 50, 40, 42, 28, 18, 20, 18, 8, 10, 6, 0}: 188.171951, {0, 6, 16, 26, 30, 32, 18, 4, 14, 18, 8, 12, 10, 6, 20, 32, 18, 28, 24, 34, 44, 48, 52, 48, 54, 48, 38, 28, 32, 20, 10, 2, 9, 19, 33, 31, 33, 29, 15, 5, 0}: 187.719269}"
original,1,1000,1000,30,1,2,0.99,2,0.4,warren1,59,26,10,300.845,0,323.283,323.283,324.719,5.79086,7323.92,3520,"{{0, 10, 20, 22, 8, 2, 1, 11, 25, 23, 21, 25, 13, 5, 3, 13, 11, 4, 12, 22, 24, 12, 10, 6, 20, 24, 10, 5, 13, 15, 5, 14, 4, 1, 7, 11, 4, 2, 12, 8, 18, 22, 12, 14, 10, 20, 16, 6, 0, 3, 9, 19, 23, 9, 13, 23, 21, 7, 17, 21, 11, 15, 4, 5, 0}: 323.283173}"
original,2,1000,1000,30,1,2,0.99,2,0.4,warren1,59,26,10,300.845,0,332.425,166.363,360.167,18.8434,8306.59,8115,"{{0, 5, 10, 12, 24, 22, 12, 4, 11, 13, 23, 13, 25, 21, 17, 7, 21, 11, 4, 14, 12, 8, 18, 22, 12, 2, 4, 11, 7, 1, 4, 5, 3, 0}: 166.061874, {0, 10, 6, 20, 22, 8, 2, 1, 11, 15, 5, 13, 9, 19, 23, 25, 11, 21, 23, 9, 3, 13, 15, 4, 14, 5, 14, 10, 20, 10, 24, 20, 16, 6, 0}: 166.362793}"
original,4,1000,1000,30,1,2,0.99,2,0.4,warren1,59,26,10,300.845,0,376.765,94.8191,410.821,27.7852,9390.98,3116,"{{0, 10, 14, 4, 11, 7, 21, 25, 11, 4, 15, 11, 21, 23, 19, 9, 13, 5, 3, 0}: 93.982132, {0, 6, 16, 20, 22, 12, 4, 15, 13, 3, 9, 23, 13, 25, 13, 11, 15, 5, 10, 6, 0}: 94.819061, {0, 10, 24, 12, 8, 2, 4, 12, 10, 24, 22, 8, 2, 12, 14, 5, 10, 20, 6, 0}: 93.982132, {0, 5, 4, 1, 7, 17, 21, 25, 23, 25, 11, 1, 2, 8, 18, 22, 24, 20, 10, 0}: 93.982132}"
original,8,1000,1000,30,1,2,0.99,2,0.4,warren1,59,26,10,300.845,0,485.19,62.8226,526.992,26.0133,11366.5,2650,"{{0, 10, 14, 12, 8, 18, 22, 8, 22, 20, 6, 0}: 62.822586, {0, 3, 13, 25, 21, 7, 1, 11, 15, 4, 14, 10, 6, 0}: 61.942265, {0, 3, 13, 23, 25, 11, 4, 11, 21, 23, 9, 3, 0}: 55.619648, {0, 6, 16, 20, 10, 20, 24, 12, 22, 12, 10, 14, 5, 0}: 59.199421, {0, 10, 24, 22, 24, 10, 5, 13, 9, 19, 23, 9, 3, 0}: 62.362492, {0, 5, 13, 11, 7, 1, 2, 4, 5, 13, 3, 0}: 60.079742, {0, 3, 5, 15, 13, 25, 21, 17, 7, 1, 4, 14, 5, 0}: 61.942268, {0, 5, 15, 4, 12, 2, 8, 22, 20, 6, 16, 6, 0}: 61.221115}"
original,1,1000,1000,30,1,2,0.99,2,0.4,warren2,85,36,14,430.446,0,460.885,460.885,471.142,14.6772,12733.1,3520,"{{0, 6, 16, 20, 6, 10, 24, 22, 34, 32, 30, 26, 16, 30, 34, 20, 10, 14, 4, 2, 1, 7, 21, 11, 15, 5, 13, 23, 35, 31, 21, 17, 7, 11, 4, 11, 25, 13, 3, 9, 19, 33, 35, 21, 25, 23, 33, 23, 19, 29, 33, 31, 27, 17, 31, 21, 23, 9, 13, 15, 4, 1, 11, 13, 5, 0, 3, 5, 4, 12, 8, 22, 32, 18, 8, 2, 12, 24, 20, 30, 20, 22, 18, 28, 32, 22, 12, 14, 5, 10, 12, 10, 0}: 460.884766}"
original,2,1000,1000,30,1,2,0.99,2,0.4,warren2,85,36,14,430.446,0,488.045,244.044,527.545,23.5641,14586,3580,"{{0, 10, 5, 15, 4, 14, 12, 2, 8, 18, 28, 32, 30, 20, 22, 24, 12, 22, 32, 18, 22, 8, 12, 10, 20, 16, 30, 34, 20, 6, 0, 3, 13, 15, 11, 4, 1, 11, 21, 23, 19, 29, 33, 35, 33, 23, 9, 3, 0}: 244.044006, {0, 3, 5, 4, 2, 1, 7, 17, 27, 31, 33, 19, 9, 13, 23, 35, 31, 21, 7, 11, 25, 23, 13, 11, 21, 17, 31, 35, 21, 25, 13, 5, 4, 12, 22, 32, 34, 22, 34, 30, 26, 16, 6, 10, 20, 24, 10, 14, 5, 0, 6, 0}: 244.000610}"
